gene_id	short_gene_id	APA_change	pvalue	APA_type	chrom	strand	gene_name	number_of_PAS	PAS_coordinates	PAS_read_counts	PAS_PAUs	PAUs_control	PAUs_experimental	PAU_changes	P_adj	APA_trend
ENSG00000178607.17	ENSG00000178607	0.364285714285714	0.0586263715074784	Mixed_APA	chr17	-	ERN1	4	64039148,64128749,64128803,64126104	12,11,4,4	35.29,32.35,11.76,11.76	14.29,50,14.29,7.14	50,20,10,15	35.71,-30,-4.29,7.86	0.147336511211927	no change
ENSG00000131127.14	ENSG00000131127	0.191515151515152	0.0413586700627314	Last_exon_tandem_APA	chr4	+	ZNF141	16	383971,376287,380241,380864,376116,376426,380289,376063,381114,375187,376585,377082,376698,377017,360711,384864	33,13,10,10,8,8,8,7,7,6,6,6,5,5,3,3	19.88,7.83,6.02,6.02,4.82,4.82,4.82,4.22,4.22,3.61,3.61,3.61,3.01,3.01,1.81,1.81	17,8,4,7,5,6,3,5,5,3,6,4,3,4,3,0	24.24,7.58,9.09,4.55,4.55,3.03,7.58,3.03,3.03,4.55,0,3.03,3.03,1.52,0,4.55	7.24,-0.42,5.09,-2.45,-0.45,-2.97,4.58,-1.97,-1.97,1.55,-6,-0.97,0.03,-2.48,-3,4.55	0.115263757167705	no change
ENSG00000148110.17	ENSG00000148110	0.0636894667420388	0.359490604863064	Last_exon_tandem_APA	chr9	+	MFSD14B	2	94460914,94460773	464,26	91.88,5.15	90.98,5.33	92.72,4.98	1.74,-0.35	0.47096461685292	no change
ENSG00000124171.9	ENSG00000124171	0.235294117647059	0.0166015191212382	Mixed_APA	chr20	+	PARD6B	4	50753741,50753570,50753685,50756830	81,34,4,3	64.29,26.98,3.17,2.38	55.88,36.76,4.41,1.47	72.41,15.52,1.72,3.45	16.53,-21.24,-2.69,1.98	0.0599025944555023	no change
ENSG00000084731.15	ENSG00000084731	0.131210726015687	0.0276706427597243	Last_exon_tandem_APA	chr2	-	KIF3C	2	25926601,25927779	431,197	67.34,30.78	58.02,37.4	69.55,28.88	11.53,-8.52	0.0865212349530087	no change
ENSG00000148481.14	ENSG00000148481	0.203162243762911	0.0198282422835371	Mixed_APA	chr10	-	MINDY3	3	15778173,15778852,15788567	218,34,3	82.26,12.83,1.13	64.52,22.58,1.61	82.76,9.85,0.99	18.24,-12.73,-0.62	0.0683918560021273	no change
ENSG00000106266.11	ENSG00000106266	0.233711320392081	0.0041210326281842	Mixed_APA	chr7	-	SNX8	3	2255002,2251769,2337124	123,67,14	59.42,32.37,6.76	64.46,22.31,7.44	45.35,44.19,5.81	-19.11,21.88,-1.63	0.0203334625749635	longer
ENSG00000108799.13	ENSG00000108799	0.278758368837492	0.0144817403551228	Mixed_APA	chr17	-	EZH1	2	42700274,42718008	75,4	89.29,4.76	51.61,6.45	71.7,3.77	20.09,-2.68	0.053718541407976	no change
ENSG00000185070.12	ENSG00000185070	-0.106681896059395	0.506793224001123	Last_exon_tandem_APA	chr14	+	FLRT2	4	85627923,85563052,85625797,85623666	366,76,36,14	68.8,14.29,6.77,2.63	76.47,11.76,0,0	68.35,14.17,6.99,0.97	-8.12,2.41,6.99,0.97	0.577660826192034	no change
ENSG00000132664.13	ENSG00000132664	0.133928571428571	0.153354966844928	Last_exon_tandem_APA	chr20	+	POLR3F	3	18484643,18476465,18483810	198,3,3	94.29,1.43,1.43	91.96,1.79,1.79	93.88,1.02,1.02	1.92,-0.77,-0.77	0.276339877180118	no change
ENSG00000081842.18	ENSG00000081842	0.382173382173382	0.0232632482257694	Last_exon_tandem_APA	chr5	+	PCDHA6	4	141012351,141011581,141011965,140831097	42,18,6,5	55.26,23.68,7.89,6.58	30.77,23.08,7.69,23.08	60.32,23.81,7.94,3.17	29.55,0.73,0.25,-19.91	0.0765153401987204	no change
ENSG00000154548.9	ENSG00000154548	0.169811320754717	0.170939998550492	Last_exon_tandem_APA	chr6	-	SRSF12	5	89095958,89098487,89096925,89098419,89096982	55,50,15,6,4	40.44,36.76,11.03,4.41,2.94	40,46.67,3.33,0,0	40.57,33.96,13.21,5.66,3.77	0.57,-12.71,9.88,5.66,3.77	0.296566232303042	no change
ENSG00000182013.18	ENSG00000182013	0.101343101343101	0.283166104529473	Last_exon_tandem_APA	chr19	-	PNMA8A	3	46466502,46466534,46466790	267,4,4	95.36,1.43,1.43	94.51,3.3,0	95.77,0.53,2.12	1.26,-2.77,2.12	0.406413361189908	no change
ENSG00000108474.17	ENSG00000108474	0.211814345991561	0.0170720232472938	Mixed_APA	chr17	+	PIGL	7	16218212,16326252,16314172,16327918,16351800,16327772,16327848	60,46,11,9,8,4,3	38.96,29.87,7.14,5.84,5.19,2.6,1.95	40,37.33,2.67,4,1.33,2.67,0	37.97,18.99,11.39,7.59,8.86,2.53,2.53	-2.03,-18.34,8.72,3.59,7.53,-0.14,2.53	0.060999074652762	no change
ENSG00000107669.19	ENSG00000107669	0.15275257108288	0.0683487422116839	Mixed_APA	chr10	-	ATE1	5	121740423,121743109,121888995,121920059,121742836	172,12,12,5,4	74.78,5.22,5.22,2.17,1.74	67.54,6.14,7.02,3.51,2.63	81.9,4.31,3.45,0.86,0.86	14.36,-1.83,-3.57,-2.65,-1.77	0.16331886613699	no change
ENSG00000113739.11	ENSG00000113739	-0.0611978381853615	0.47015598825184	Last_exon_tandem_APA	chr5	-	STC2	3	173317064,173314726,173315438	284,168,23	57.49,34.01,4.66	51.06,36.88,4.26	59.49,32.29,4.82	8.43,-4.59,0.56	0.550902830504988	no change
ENSG00000167487.12	ENSG00000167487	0.128787878787879	0.308826056842244	Last_exon_tandem_APA	chr19	+	KLHL26	2	18670494,18671721	71,33	64.55,30	66.67,25.76	47.73,36.36	-18.94,10.6	0.429720546796875	no change
ENSG00000204147.11	ENSG00000204147	0.117698343504795	0.380532578163832	Mixed_APA	chr10	+	ASAH2B	5	50757188,50756793,50759255,50756211,50754809	53,21,14,9,4	50.48,20,13.33,8.57,3.81	51.61,9.68,12.9,16.13,6.45	50,24.32,13.51,5.41,2.7	-1.61,14.64,0.61,-10.72,-3.75	0.486215060470868	no change
ENSG00000038219.13	ENSG00000038219	0.185354141656663	0.0139615982932376	Last_exon_tandem_APA	chr4	-	BOD1L1	4	13568737,13568846,13625535,13568952	217,30,15,3	80.97,11.19,5.6,1.12	67.35,16.33,8.16,2.04	85.88,8.24,3.53,0.59	18.53,-8.09,-4.63,-1.45	0.0522413401417236	no change
ENSG00000185480.12	ENSG00000185480	0.0761131827155078	0.469861288797136	Last_exon_tandem_APA	chr12	+	PARPBP	5	102197520,102149007,102164875,102149053,102198488	202,5,5,3,3	83.82,2.07,2.07,1.24,1.24	85.05,2.06,2.58,1.03,1.03	76.6,2.13,0,2.13,2.13	-8.45,0.07,-2.58,1.1,1.1	0.550809914647191	no change
ENSG00000212127.6	ENSG00000212127	0.260061919504644	0.180786096269	Mixed_APA	chr12	-	TAS2R14	3	10937412,10995960,10963805	17,10,3	47.22,27.78,8.33	35.29,35.29,11.76	57.89,21.05,5.26	22.6,-14.24,-6.5	0.307877419406384	no change
ENSG00000145916.19	ENSG00000145916	0.141908567399224	0.0311023216066398	Last_exon_tandem_APA	chr5	+	RMND5B	5	178148566,178150566,178148260,178149992,178152240	312,48,7,4,4	78.99,12.15,1.77,1.01,1.01	55.6,11.19,1.87,0.75,0.75	52.76,14.17,1.57,1.57,1.57	-2.84,2.98,-0.3,0.82,0.82	0.0941140967265372	no change
ENSG00000163684.12	ENSG00000163684	0.204241071428571	0.00500457753764594	Last_exon_tandem_APA	chr3	+	RPP14	13	58318078,58319188,58322642,58324157,58319673,58323420,58320193,58320689,58319851,58318008,58310985,58320073,58324608	64,26,26,26,23,23,17,13,9,5,3,3,3	25.2,10.24,10.24,10.24,9.06,9.06,6.69,5.12,3.54,1.97,1.18,1.18,1.18	15.62,17.19,7.81,4.69,11.72,8.59,5.47,5.47,5.47,0.78,2.34,0.78,0	22.22,3.17,12.7,15.87,6.35,7.94,7.94,4.76,1.59,0.79,0,1.59,2.38	6.6,-14.02,4.89,11.18,-5.37,-0.65,2.47,-0.71,-3.88,0.01,-2.34,0.81,2.38	0.0236534628473087	longer
ENSG00000197818.12	ENSG00000197818	0.260489510489511	0.0426079759951332	Last_exon_tandem_APA	chr20	+	SLC9A8	2	49892242,49890395	34,28	48.57,40	34.62,53.85	56.82,31.82	22.2,-22.03	0.117544198645065	no change
ENSG00000035681.9	ENSG00000035681	0.152868554829339	0.0621055702807612	Mixed_APA	chr8	-	NSMAF	2	58583503,58601174	165,10	90.16,5.46	91.18,1.96	83.95,9.88	-7.23,7.92	0.152743379873345	no change
ENSG00000240356.6	ENSG00000240356	0.184931506849315	0.0304049247622686	Last_exon_tandem_APA	chr2	-	RPL23AP7	9	113611723,113611467,113609684,113621725,113611669,113611568,113611840,113611374,113611412	117,50,24,11,10,7,6,5,3	48.15,20.58,9.88,4.53,4.12,2.88,2.47,2.06,1.23	47.95,12.33,6.85,10.96,4.11,4.11,2.74,1.37,1.37	35.29,23.53,11.18,1.76,4.12,1.18,1.76,2.35,0.59	-12.66,11.2,4.33,-9.2,0.01,-2.93,-0.98,0.98,-0.78	0.0926876415771191	no change
ENSG00000048342.18	ENSG00000048342	0.0941770023123817	0.433302782955543	Last_exon_tandem_APA	chr4	+	CC2D2A	6	15601546,15481714,15482263,15511668,15516802,15602097	47,29,22,12,7,3	34.06,21.01,15.94,8.7,5.07,2.17	32.84,25.37,10.45,11.94,4.48,0	35.21,16.9,21.13,5.63,5.63,4.23	2.37,-8.47,10.68,-6.31,1.15,4.23	0.524803734026505	no change
ENSG00000065526.13	ENSG00000065526	0.0502327313349469	0.668073639702685	Last_exon_tandem_APA	chr1	+	SPEN	2	15940456,15940140	321,11	95.54,3.27	91.6,4.58	92.68,1.95	1.08,-2.63	0.696719745472762	no change
ENSG00000179588.9	ENSG00000179588	0.0434279096699479	0.731254341348255	Last_exon_tandem_APA	chr16	+	ZFPM1	3	88535164,88516651,88537003	317,6,6	95.2,1.8,1.8	92.61,3.41,1.14	93.63,0,0.64	1.02,-3.41,-0.5	0.749408702629876	no change
ENSG00000186073.14	ENSG00000186073	0.154789272030651	0.121846849809614	Last_exon_tandem_APA	chr15	+	CDIN1	2	36810244,36809498	118,4	89.39,3.03	88.89,4.44	89.66,2.3	0.77,-2.14	0.239881820484952	no change
ENSG00000185344.15	ENSG00000185344	0.251934235976789	0.000265952573300532	Last_exon_tandem_APA	chr12	+	ATP6V0A2	11	123758273,123761755,123759894,123759793,123759213,123737684,123760699,123759049,123713419,123758324,123758934	115,46,43,19,15,11,9,7,3,3,3	40.07,16.03,14.98,6.62,5.23,3.83,3.14,2.44,1.05,1.05,1.05	31.91,7.45,15.43,7.98,6.91,3.72,2.66,2.66,1.06,1.06,0	23.23,30.3,14.14,4.04,2.02,4.04,4.04,2.02,1.01,1.01,3.03	-8.68,22.85,-1.29,-3.94,-4.89,0.32,1.38,-0.64,-0.05,-0.05,3.03	0.0021311729360031	longer
ENSG00000164970.15	ENSG00000164970	0.143743743743744	0.0622516125922138	Last_exon_tandem_APA	chr9	-	FAM219A	2	34398187,34400815	297,5	96.74,1.63	94.59,5.41	96.67,1.11	2.08,-4.3	0.153060727245173	no change
ENSG00000264364.3	ENSG00000264364	0.111740890688259	0.00817798509189571	Last_exon_tandem_APA	chr17	+	DYNLL2	7	58091223,58089450,58095318,58094862,58089532,58097998,58094413	754,93,49,28,12,12,11	75.32,9.29,4.9,2.8,1.2,1.2,1.1	60.38,13.46,5.38,3.08,1.54,1.54,2.31	76.11,7.69,4.45,2.7,1.08,1.08,0.67	15.73,-5.77,-0.93,-0.38,-0.46,-0.46,-1.64	0.0348950629881316	longer
ENSG00000182050.14	ENSG00000182050	0.206043956043956	0.132667297879099	Last_exon_tandem_APA	chr12	-	MGAT4C	8	85977613,85979541,85972463,85976234,85978411,85978870,85972020,85979104	38,18,8,8,5,4,3,3	34.55,16.36,7.27,7.27,4.55,3.64,2.73,2.73	26.92,30.77,11.54,7.69,3.85,0,0,3.85	30.95,11.9,5.95,7.14,4.76,4.76,3.57,2.38	4.03,-18.87,-5.59,-0.55,0.91,4.76,3.57,-1.47	0.252351091442403	no change
ENSG00000156787.17	ENSG00000156787	0.132535561074735	0.231194217734402	Last_exon_tandem_APA	chr8	+	TBC1D31	7	123152153,123104201,123103350,123077480,123152082,123105027,123140995	75,25,11,8,5,3,3	51.37,17.12,7.53,5.48,3.42,2.05,2.05	48.54,20.39,9.71,2.91,1.94,1.94,0.97	55.81,9.3,2.33,11.63,2.33,2.33,4.65	7.27,-11.09,-7.38,8.72,0.39,0.39,3.68	0.358030763275148	no change
ENSG00000127589.4	ENSG00000127589	0.111861861861862	0.209137155776907	Last_exon_tandem_APA	chr8	+	TUBBP1	2	30353539,30353366	100,5	90.91,4.55	83.33,8.33	91.89,0	8.56,-8.33	0.335895995865854	no change
ENSG00000106459.15	ENSG00000106459	0.166644728182177	0.0559433868428227	Last_exon_tandem_APA	chr7	+	NRF1	5	129756015,129756725,129757072,129634650,129756785	54,54,54,6,3	30.34,30.34,30.34,3.37,1.69	37.38,31.78,26.17,0,2.8	19.72,28.17,36.62,8.45,0	-17.66,-3.61,10.45,8.45,-2.8	0.142737322993638	no change
ENSG00000110987.9	ENSG00000110987	0.0922547332185887	0.383542447152768	Last_exon_tandem_APA	chr12	+	BCL7A	4	122062044,122021818,122060577,122021541	224,10,6,5	86.82,3.88,2.33,1.94	85.54,4.82,2.41,0	85.71,1.14,1.71,1.14	0.17,-3.68,-0.7,1.14	0.488596479500201	no change
ENSG00000281649.3	ENSG00000281649	0.0414330218068536	0.823488345428837	Last_exon_tandem_APA	chr9	+	EBLN3P	7	37090396,37089734,37090091,37087837,37088703,37089419,37090245	164,30,7,4,3,3,3	72.25,13.22,3.08,1.76,1.32,1.32,1.32	69.16,12.15,3.74,2.8,2.8,1.87,1.87	74.17,14.17,2.5,0.83,0,0.83,0.83	5.01,2.02,-1.24,-1.97,-2.8,-1.04,-1.04	0.830316147956762	no change
ENSG00000138604.10	ENSG00000138604	0.38065143412737	0.000140397756830193	Mixed_APA	chr15	+	GLCE	4	69197406,69272204,69268098,69263980	105,33,9,3	67.74,21.29,5.81,1.94	42.98,14.05,5.79,2.48	20.59,47.06,5.88,0	-22.39,33.01,0.09,-2.48	0.00123521210143437	longer
ENSG00000116205.14	ENSG00000116205	0.385841836734694	0.00119322533666945	Mixed_APA	chr1	+	TCEANC2	5	54097292,54100277,54106082,54055410,54058371	29,21,13,6,3	35.8,25.93,16.05,7.41,3.7	38.78,24.49,2.04,6.12,6.12	31.25,6.25,37.5,9.38,0	-7.53,-18.24,35.46,3.26,-6.12	0.00741862190109308	longer
ENSG00000170801.10	ENSG00000170801	0.335704125177809	0.0250118352323553	Last_exon_tandem_APA	chr4	+	HTRA3	2	8307098,8296474	33,21	58.93,37.5	54.05,37.84	68.42,31.58	14.37,-6.26	0.0807033005578935	no change
ENSG00000290450.1	ENSG00000290450	0.174107142857143	0.215069133562311	Last_exon_tandem_APA	chr17	+	ENSG00000290450	5	30637466,30637186,30637380,30636071,30634315	25,22,22,9,3	28.41,25,25,10.23,3.41	25,26.79,23.21,8.93,1.79	34.38,21.88,25,12.5,6.25	9.38,-4.91,1.79,3.57,4.46	0.342378454702772	no change
ENSG00000138050.15	ENSG00000138050	-0.134034459610651	0.0721858272800995	Last_exon_tandem_APA	chr2	-	THUMPD2	5	39736304,39736193,39754918,39736155,39736420	120,8,6,5,4	80,5.33,4,3.33,2.67	82.57,6.42,1.83,2.75,1.83	70.73,2.44,9.76,4.88,4.88	-11.84,-3.98,7.93,2.13,3.05	0.169298999138289	no change
ENSG00000136868.11	ENSG00000136868	0.0690235690235691	0.279297492877866	Last_exon_tandem_APA	chr9	+	SLC31A1	5	113264492,113261548,113261406,113227664,113259374	329,176,32,7,6	57.92,30.99,5.63,1.23,1.06	53.98,33.81,5.11,1.42,0	58.8,25.93,6.48,0.93,2.78	4.82,-7.88,1.37,-0.49,2.78	0.403758737093641	no change
ENSG00000163155.12	ENSG00000163155	0.102292020373514	0.294891362855643	Last_exon_tandem_APA	chr1	-	LYSMD1	2	151159747,151159793	99,4	92.52,3.74	87.1,3.23	94.74,3.95	7.64,0.72	0.416401596475432	no change
ENSG00000153993.14	ENSG00000153993	-0.200603318250377	0.118579928535318	Mixed_APA	chr7	-	SEMA3D	7	84995552,84995191,84996128,85177740,84998003,85054276,85072248	241,10,10,4,3,3,3	83.1,3.45,3.45,1.38,1.03,1.03,1.03	76.47,0,5.88,0,0,5.88,0	81.68,3.66,3.3,1.47,1.1,0.73,1.1	5.21,3.66,-2.58,1.47,1.1,-5.15,1.1	0.23525149402322	no change
ENSG00000113851.16	ENSG00000113851	0.174000308784931	0.0087426921380388	Mixed_APA	chr3	-	CRBN	7	3150010,3149710,3150816,3172186,3149953,3167420,3149765	164,46,33,27,18,12,5	49.55,13.9,9.97,8.16,5.44,3.63,1.51	45.67,9.45,10.24,11.02,3.15,7.09,2.36	50.98,16.67,7.35,6.37,5.88,1.47,0.98	5.31,7.22,-2.89,-4.65,2.73,-5.62,-1.38	0.0368848975856592	longer
ENSG00000213699.9	ENSG00000213699	0.124183768656716	0.182873110605144	Last_exon_tandem_APA	chr2	+	SLC35F6	6	26781140,26781231,26778849,26778919,26778803,26780265	78,50,39,9,3,3	40,25.64,20,4.62,1.54,1.54	46.27,13.43,16.42,4.48,1.49,4.48	36.72,25.78,21.88,3.91,1.56,0	-9.55,12.35,5.46,-0.57,0.07,-4.48	0.309279293804866	no change
ENSG00000114120.14	ENSG00000114120	0.0769779240367476	0.337626766404078	Last_exon_tandem_APA	chr3	+	SLC25A36	7	140979939,140980990,140977149,140966207,140964120,140978223,140976881	292,24,19,15,7,5,4	73.37,6.03,4.77,3.77,1.76,1.26,1.01	65.03,7.69,9.79,1.4,1.4,2.1,2.1	76.08,5.1,1.96,5.1,1.96,0.78,0.39	11.05,-2.59,-7.83,3.7,0.56,-1.32,-1.71	0.452263065029815	no change
ENSG00000112232.10	ENSG00000112232	0.32996632996633	0.00283221258028905	Mixed_APA	chr6	-	KHDRBS2	5	61680233,61827010,61679960,61824703,61700259	33,23,12,5,3	33.67,23.47,12.24,5.1,3.06	29.63,31.48,5.56,5.56,5.56	38.64,13.64,20.45,4.55,0	9.01,-17.84,14.89,-1.01,-5.56	0.0149924005941301	longer
ENSG00000119950.21	ENSG00000119950	-0.060672514619883	0.665044082037585	Last_exon_tandem_APA	chr10	+	MXI1	4	110286635,110287362,110285418,110289280	153,17,4,3	84.07,9.34,2.2,1.65	78.95,13.16,2.63,2.63	84.03,8.33,2.08,1.39	5.08,-4.83,-0.55,-1.24	0.694606742601697	no change
ENSG00000177873.14	ENSG00000177873	-0.179487179487179	0.402597366941351	Last_exon_tandem_APA	chr3	+	ZNF619	3	40491053,40490234,40488384	21,11,9	47.73,25,20.45	50,26.92,11.54	33.33,22.22,27.78	-16.67,-4.7,16.24	0.5025625891393	no change
ENSG00000047578.14	ENSG00000047578	0.293952967525196	0.0140310835148501	Last_exon_tandem_APA	chr16	+	KATNIP	3	27780369,27683055,27631395	60,8,6	70.59,9.41,7.06	42.55,12.77,2.13	63.16,5.26,7.89	20.61,-7.51,5.76	0.0524577152264795	no change
ENSG00000170145.5	ENSG00000170145	0.27958152958153	0.000303531360476783	Last_exon_tandem_APA	chr11	+	SIK2	6	111730853,111726052,111726564,111725436,111726911,111725147	80,73,15,12,11,3	37.38,34.11,7.01,5.61,5.14,1.4	19.32,38.64,9.09,7.95,4.55,3.41	47.62,30.95,5.56,3.97,5.56,0	28.3,-7.69,-3.53,-3.98,1.01,-3.41	0.00237107527164112	longer
ENSG00000112210.12	ENSG00000112210	-0.0785785785785786	0.508652066236976	Last_exon_tandem_APA	chr6	-	RAB23	4	57188782,57186991,57188818,57188934	167,38,3,3	76.26,17.35,1.37,1.37	70.37,19.44,1.85,0.93	81.08,15.32,0.9,1.8	10.71,-4.12,-0.95,0.87	0.579128234972075	no change
ENSG00000090989.18	ENSG00000090989	0.0576923076923077	0.599111417507708	Last_exon_tandem_APA	chr4	+	EXOC1	2	55905013,55905082	373,13	93.25,3.25	90.38,0.96	93.92,4.05	3.54,3.09	0.642962201905641	no change
ENSG00000115520.9	ENSG00000115520	0.176058743169399	0.0357723811428462	Last_exon_tandem_APA	chr2	+	COQ10B	4	197475120,197475308,197473941,197474065	160,50,5,3	73.39,22.94,2.29,1.38	83.33,13.54,1.04,0	63.11,30.33,3.28,1.64	-20.22,16.79,2.24,1.64	0.103977925679739	no change
ENSG00000170681.7	ENSG00000170681	0.192452830188679	0.182981687644079	Last_exon_tandem_APA	chr9	+	CAVIN4	3	100588389,100586611,100588533	57,6,4	78.08,8.22,5.48	75,10,10	79.25,7.55,3.77	4.25,-2.45,-6.23	0.309346647963379	no change
ENSG00000180769.10	ENSG00000180769	0.222689075630252	0.250010097183834	Last_exon_tandem_APA	chr4	+	WDFY3-AS2	3	85008743,84970727,84987168	24,14,3	50,29.17,6.25	57.14,28.57,0	47.06,29.41,8.82	-10.08,0.84,8.82	0.375098510262975	no change
ENSG00000063176.16	ENSG00000063176	0.137421178517069	0.0777375242449235	Mixed_APA	chr19	+	SPHK2	3	48630405,48628405,48630717	260,4,4	95.59,1.47,1.47	92.47,2.05,1.37	92.86,0.79,1.59	0.39,-1.26,0.22	0.178005084142511	no change
ENSG00000180182.11	ENSG00000180182	-0.0521205222400441	0.520190040637051	Last_exon_tandem_APA	chrX	-	MED14	6	40651269,40649701,40649542,40651506,40653869,40651376	183,128,98,34,19,7	37.97,26.56,20.33,7.05,3.94,1.45	35.06,17.53,21.91,5.18,1.59,1.99	39.83,17.32,18.18,3.9,6.49,0.87	4.77,-0.21,-3.73,-1.28,4.9,-1.12	0.587283158924815	no change
ENSG00000178177.17	ENSG00000178177	-0.133488372093023	0.241845174907027	Last_exon_tandem_APA	chr4	-	LCORL	8	17880598,17841198,17845591,17843219,17880665,17841658,17845009,17845393	33,30,15,13,12,7,3,3	24.26,22.06,11.03,9.56,8.82,5.15,2.21,2.21	16,20,14,8,4,8,0,6	29.07,20.93,9.3,9.3,11.63,3.49,3.49,0	13.07,0.93,-4.7,1.3,7.63,-4.51,3.49,-6	0.367963096076013	no change
ENSG00000135365.17	ENSG00000135365	0.136222627737226	0.153435717527756	Last_exon_tandem_APA	chr11	-	PHF21A	4	45932559,45929323,45932687,45933678	131,31,31,15	60.37,14.29,14.29,6.91	60,12.5,15,6.25	60.58,15.33,13.14,6.57	0.58,2.83,-1.86,0.32	0.276430034440897	no change
ENSG00000244879.10	ENSG00000244879	0.267669172932331	0.000944479457383411	Last_exon_tandem_APA	chr15	+	GABPB1-AS1	4	50356360,50371343,50356437,50371226	103,36,16,4	59.88,20.93,9.3,2.33	33.77,11.69,11.69,1.3	23.16,28.42,7.37,3.16	-10.61,16.73,-4.32,1.86	0.0061058697104837	longer
ENSG00000263986.1	ENSG00000263986	-0.1875	0.377051994279449	Mixed_APA	chr17	+	ENSG00000263986	3	21000031,20999987,20999854	15,11,7	30,22,14	22.22,16.67,5.56	21.88,9.38,18.75	-0.34,-7.29,13.19	0.483720269337833	no change
ENSG00000168944.17	ENSG00000168944	0.178206136900079	0.0574194916377911	Last_exon_tandem_APA	chr5	-	CEP120	4	123344891,123344970,123345937,123345019	61,58,11,3	42.36,40.28,7.64,2.08	32.26,45.16,9.68,4.84	50,36.59,4.88,0	17.74,-8.57,-4.8,-4.84	0.145390547340597	no change
ENSG00000269918.1	ENSG00000269918	0.4375	0.0160770658314107	Last_exon_tandem_APA	chr8	-	ENSG00000269918	3	11105961,11105250,11105683	15,10,7	41.67,27.78,19.44	62.5,18.75,18.75	25,35,20	-37.5,16.25,1.25	0.0585976166127439	no change
ENSG00000163545.11	ENSG00000163545	0.139393939393939	0.0999838740026145	Last_exon_tandem_APA	chr1	-	NUAK2	2	205302062,205302219	221,40	83.4,15.09	73.33,22.22	81.82,13.64	8.49,-8.58	0.210518222309202	no change
ENSG00000179841.8	ENSG00000179841	0.363636363636364	0.0882115172733021	Last_exon_tandem_APA	chr14	+	AKAP5	3	64474499,64471740,64472899	11,6,6	39.29,21.43,21.43	27.27,18.18,27.27	41.18,23.53,17.65	13.91,5.35,-9.62	0.193755295079923	no change
ENSG00000137103.20	ENSG00000137103	-0.126273726273726	0.282657595700381	Mixed_APA	chr9	+	TMEM8B	7	35847235,35854426,35856237,35854612,35865451,35865502,35865576	67,61,18,7,4,4,3	37.64,34.27,10.11,3.93,2.25,2.25,1.69	31.43,31.43,20,8.57,0,0,0	39.16,32.17,7.69,2.8,2.8,2.8,2.1	7.73,0.74,-12.31,-5.77,2.8,2.8,2.1	0.405894745657605	no change
ENSG00000180287.17	ENSG00000180287	0.5	0.0224428291530189	Last_exon_tandem_APA	chr1	-	PLD5	4	242088386,242088741,242088968,242082985	5,5,5,3	17.86,17.86,17.86,10.71	7.14,21.43,28.57,0	21.43,14.29,7.14,21.43	14.29,-7.14,-21.43,21.43	0.0745801401580567	no change
ENSG00000153982.11	ENSG00000153982	0.145820433436533	0.133923831277929	Last_exon_tandem_APA	chr17	+	GDPD1	3	59275970,59275246,59276466	191,16,7	85.27,7.14,3.12	61.76,17.65,14.71	88.95,5.26,1.05	27.19,-12.39,-13.66	0.253734038046208	no change
ENSG00000119685.20	ENSG00000119685	0.175210754158122	0.0285285554203211	Last_exon_tandem_APA	chr14	+	TTLL5	5	75954829,75955079,75955130,75712874,75902511	88,80,4,3,3	46.07,41.88,2.09,1.57,1.57	48.25,40.35,0,1.75,2.63	42.86,44.16,2.6,1.3,0	-5.39,3.81,2.6,-0.45,-2.63	0.0882531695522411	no change
ENSG00000174891.14	ENSG00000174891	-0.107142857142857	0.200472071896995	Last_exon_tandem_APA	chr3	+	RSRC1	3	158545730,158544536,158544830	119,34,21	65.38,18.68,11.54	64.29,23.81,7.14	66.33,14.29,14.29	2.04,-9.52,7.15	0.327472894354884	no change
ENSG00000019505.8	ENSG00000019505	0.0909282589215117	0.430294133709153	Last_exon_tandem_APA	chr11	-	SYT13	2	45240301,45242813	359,6	96.51,1.61	88.52,3.28	94.53,1.29	6.01,-1.99	0.522808049618387	no change
ENSG00000273015.3	ENSG00000273015	0.124257116046293	0.180960466730745	Last_exon_tandem_APA	chr12	-	LINC00938	6	45726024,45725733,45718045,45723606,45720807,45727362	150,50,8,6,3,3	64.94,21.65,3.46,2.6,1.3,1.3	67.39,18.48,0,3.26,0,3.26	62.59,23.74,5.76,2.16,2.16,0	-4.8,5.26,5.76,-1.1,2.16,-3.26	0.308012718008318	no change
ENSG00000214293.11	ENSG00000214293	0.103581055063535	0.317267577444473	Mixed_APA	chr7	-	APTR	3	77683850,77681569,77685018	92,4,3	90.2,3.92,2.94	83.02,1.89,3.77	79.59,6.12,2.04	-3.43,4.23,-1.73	0.436224740935495	no change
ENSG00000175595.16	ENSG00000175595	0.343390804597701	0.0115912506654534	Last_exon_tandem_APA	chr16	+	ERCC4	9	13952343,13937355,13937446,13937746,13936083,13928365,13952194,13928633,13950484	29,9,9,8,5,4,4,3,3	35.37,10.98,10.98,9.76,6.1,4.88,4.88,3.66,3.66	20.83,16.67,12.5,8.33,12.5,8.33,0,4.17,0	41.38,5.17,10.34,10.34,3.45,3.45,6.9,3.45,5.17	20.55,-11.5,-2.16,2.01,-9.05,-4.88,6.9,-0.72,5.17	0.0453914990158463	longer
ENSG00000197013.11	ENSG00000197013	-0.379591836734694	0.00122591438855376	Mixed_APA	chr19	+	ZNF429	2	21540668,21519726	43,31	51.19,36.9	71.43,20	36.73,48.98	-34.7,28.98	0.00756653194965382	shorter
