gene_id	chrom	strand	gene_name	PAS	~/Desktop/KSAPA/WT_D0_dRNA.no_sec.isoquant/OUT/	~/Desktop/KSAPA/WT_D7_dRNA_4.isoquant/
ENSG00000177954.14	chr1	+	RPS27	153992147	97.49	97.94
ENSG00000177963.15	chr11	+	RIC8A	215113	91.8	93.18
ENSG00000177963.15	chr11	+	RIC8A	215153	1.64	1.36
ENSG00000177971.9	chr15	-	IMP3	75639092	94.65	95.95
ENSG00000177971.9	chr15	-	IMP3	75639298	0.93	1.89
ENSG00000177981.11	chr12	-	ASB8	48147788	79.49	91.09
ENSG00000177981.11	chr12	-	ASB8	48149034	5.13	1.98
ENSG00000177990.12	chr12	-	DPY19L2	63558912	34.62	39.39
ENSG00000177990.12	chr12	-	DPY19L2	63560182	11.54	6.06
ENSG00000177990.12	chr12	-	DPY19L2	63659826	7.69	9.09
ENSG00000177990.12	chr12	-	DPY19L2	63560270	3.85	6.06
ENSG00000177990.12	chr12	-	DPY19L2	63568778	7.69	3.03
ENSG00000177990.12	chr12	-	DPY19L2	63659560	0	9.09
ENSG00000177990.12	chr12	-	DPY19L2	63558963	7.69	3.03
ENSG00000177990.12	chr12	-	DPY19L2	63560212	7.69	3.03
ENSG00000178026.13	chr22	-	LRRC75B	24585634	92.11	95.3
ENSG00000178028.14	chr1	+	DMAP1	44220673	97.13	97.83
ENSG00000178033.6	chr6	+	CALHM5	116519833	0	35
ENSG00000178033.6	chr6	+	CALHM5	116518416	20	21.67
ENSG00000178033.6	chr6	+	CALHM5	116518546	20	10
ENSG00000178033.6	chr6	+	CALHM5	116516783	0	10
ENSG00000178033.6	chr6	+	CALHM5	116516839	20	6.67
ENSG00000178033.6	chr6	+	CALHM5	116518104	20	3.33
ENSG00000178035.13	chr3	-	IMPDH2	49024324	97.92	94.14
ENSG00000178053.21	chr3	+	MLF1	158605397	64.54	67.18
ENSG00000178053.21	chr3	+	MLF1	158606456	29.79	23.66
ENSG00000178053.21	chr3	+	MLF1	158605218	1.42	3.05
ENSG00000178053.21	chr3	+	MLF1	158606629	1.42	1.53
ENSG00000178053.21	chr3	+	MLF1	158605641	0	2.29
ENSG00000178057.15	chr3	+	NDUFAF3	49023288	89.67	93.75
ENSG00000178057.15	chr3	+	NDUFAF3	49023495	2.35	0.85
ENSG00000178074.6	chr2	+	C2orf69	199928273	96.53	91.67
ENSG00000178074.6	chr2	+	C2orf69	199931471	0	3.33
ENSG00000178078.12	chr19	-	STAP2	4324042	96.61	94.12
ENSG00000178096.9	chr1	+	BOLA1	149900795	96.15	100
ENSG00000178104.22	chr1	+	PDE4DIP	149033016	0	40.12
ENSG00000178104.22	chr1	+	PDE4DIP	148993882	0.92	27.66
ENSG00000178104.22	chr1	+	PDE4DIP	148981776	69.72	3.65
ENSG00000178104.22	chr1	+	PDE4DIP	148986471	10.09	10.94
ENSG00000178104.22	chr1	+	PDE4DIP	148985692	13.76	8.81
ENSG00000178104.22	chr1	+	PDE4DIP	148986230	0.92	2.43
ENSG00000178105.12	chr11	+	DDX10	108940927	92.73	94.38
ENSG00000178105.12	chr11	+	DDX10	108941014	3.64	2.25
ENSG00000178127.13	chr18	+	NDUFV2	9134335	98.22	98.51
ENSG00000178149.17	chr3	-	DALRD3	49015487	87.59	83.44
ENSG00000178149.17	chr3	-	DALRD3	49015722	1.38	1.99
ENSG00000178149.17	chr3	-	DALRD3	49015568	0.69	1.32
ENSG00000178149.17	chr3	-	DALRD3	49015794	0.69	1.32
ENSG00000178150.10	chr19	+	ZNF114	48287608	50.68	48.15
ENSG00000178150.10	chr19	+	ZNF114	48287211	20.55	37.04
ENSG00000178150.10	chr19	+	ZNF114	48289053	6.85	7.41
ENSG00000178150.10	chr19	+	ZNF114	48289293	4.11	3.7
ENSG00000178150.10	chr19	+	ZNF114	48287122	2.74	3.7
ENSG00000178163.8	chr4	-	ZNF518B	10439893	54.41	63.37
ENSG00000178163.8	chr4	-	ZNF518B	10442710	16.18	3.49
ENSG00000178163.8	chr4	-	ZNF518B	10450886	2.94	8.14
ENSG00000178163.8	chr4	-	ZNF518B	10453227	4.41	1.16
ENSG00000178163.8	chr4	-	ZNF518B	10453181	0	2.33
ENSG00000178163.8	chr4	-	ZNF518B	10453341	1.47	1.16
ENSG00000178177.17	chr4	-	LCORL	17880598	11.43	23.15
ENSG00000178177.17	chr4	-	LCORL	17841198	15.71	16.67
ENSG00000178177.17	chr4	-	LCORL	17880665	2.86	17.59
ENSG00000178177.17	chr4	-	LCORL	17843219	10	9.26
ENSG00000178177.17	chr4	-	LCORL	17845591	10	8.33
ENSG00000178177.17	chr4	-	LCORL	17841658	10	2.78
ENSG00000178177.17	chr4	-	LCORL	17843274	2.86	0.93
ENSG00000178177.17	chr4	-	LCORL	17845009	0	2.78
ENSG00000178177.17	chr4	-	LCORL	17845393	4.29	0
ENSG00000178184.16	chr18	-	PARD6G	80157231	70.27	68.81
ENSG00000178184.16	chr18	-	PARD6G	80202545	6.31	3.96
ENSG00000178184.16	chr18	-	PARD6G	80158041	3.6	3.96
ENSG00000178184.16	chr18	-	PARD6G	80182855	0.9	2.97
ENSG00000178184.16	chr18	-	PARD6G	80157422	0	1.98
ENSG00000178184.16	chr18	-	PARD6G	80202607	0	0.99
ENSG00000178188.16	chr16	+	SH2B1	28874205	93	95
ENSG00000178202.14	chr11	-	POGLUT3	108472115	91.53	96.15
ENSG00000178202.14	chr11	-	POGLUT3	108474306	3.39	2.56
ENSG00000178209.17	chr8	-	PLEC	143915152	90.86	95.24
ENSG00000178229.8	chr19	+	ZNF543	57330770	63.64	55.56
ENSG00000178229.8	chr19	+	ZNF543	57332319	18.18	0
ENSG00000178233.18	chr6	+	TMEM151B	44279444	93.65	91.44
ENSG00000178234.13	chr7	+	GALNT11	152122340	90.99	92.4
ENSG00000178234.13	chr7	+	GALNT11	152104892	3.6	3.04
ENSG00000178252.19	chr3	+	WDR6	49015951	96.09	95.95
ENSG00000178295.15	chr2	+	GEN1	17784718	44.44	57.63
ENSG00000178295.15	chr2	+	GEN1	17782235	20.63	10.17
ENSG00000178295.15	chr2	+	GEN1	17785920	9.52	10.17
ENSG00000178295.15	chr2	+	GEN1	17784809	7.94	6.78
ENSG00000178295.15	chr2	+	GEN1	17784513	3.17	1.69
ENSG00000178295.15	chr2	+	GEN1	17785320	0	3.39
ENSG00000178295.15	chr2	+	GEN1	17785388	3.17	1.69
ENSG00000178301.4	chr11	+	AQP11	77609649	59.26	48.48
ENSG00000178301.4	chr11	+	AQP11	77591258	11.11	9.09
ENSG00000178301.4	chr11	+	AQP11	77609719	7.41	12.12
ENSG00000178307.10	chr17	-	TMEM11	21197953	96.7	99.54
ENSG00000178338.11	chr5	+	ZNF354B	178888143	52	40
ENSG00000178338.11	chr5	+	ZNF354B	178885020	8	25.71
ENSG00000178338.11	chr5	+	ZNF354B	178884423	8	17.14
ENSG00000178338.11	chr5	+	ZNF354B	178889291	8	0
ENSG00000178381.12	chr7	-	ZFAND2A	1152906	92.86	95.15
ENSG00000178381.12	chr7	-	ZFAND2A	1152959	2.38	0.97
ENSG00000178385.15	chr2	-	PLEKHM3	207821287	82.35	92.41
ENSG00000178386.13	chr19	+	ZNF223	44067421	45.45	64.52
ENSG00000178386.13	chr19	+	ZNF223	44070066	13.64	6.45
ENSG00000178386.13	chr19	+	ZNF223	44067996	9.09	3.23
ENSG00000178397.13	chr7	-	FAM220A	6329410	90.32	91.95
ENSG00000178397.13	chr7	-	FAM220A	6329574	2.42	1.34
ENSG00000178409.14	chr6	-	BEND3	107065181	84.48	86.05
ENSG00000178409.14	chr6	-	BEND3	107065883	1.38	4.65
ENSG00000178409.14	chr6	-	BEND3	107066489	1.72	2.33
ENSG00000178409.14	chr6	-	BEND3	107068288	1.72	2.33
ENSG00000178425.14	chr6	+	NT5DC1	116244220	52.19	47.66
ENSG00000178425.14	chr6	+	NT5DC1	116245690	25.9	14.95
ENSG00000178425.14	chr6	+	NT5DC1	116247751	4.78	13.08
ENSG00000178425.14	chr6	+	NT5DC1	116249497	0.4	12.15
ENSG00000178425.14	chr6	+	NT5DC1	116244756	2.79	1.87
ENSG00000178425.14	chr6	+	NT5DC1	116244130	2.39	0
ENSG00000178425.14	chr6	+	NT5DC1	116133904	1.99	0
ENSG00000178425.14	chr6	+	NT5DC1	116247816	0.8	1.87
ENSG00000178425.14	chr6	+	NT5DC1	116248042	0.8	1.87
ENSG00000178440.9	chr10	+	TIMM23B-AGAP6	50010495	75	83.33
ENSG00000178445.10	chr9	-	GLDC	6532466	94.24	94.95
ENSG00000178445.10	chr9	-	GLDC	6557665	1.05	1.52
ENSG00000178449.9	chr12	+	COX14	50120451	96.39	97.6
ENSG00000178458.5	chr4	-	H3P16	139697625	45.45	72.73
ENSG00000178458.5	chr4	-	H3P16	139697780	27.27	9.09
ENSG00000178464.6	chr19	-	RPL10P16	12643176	15.46	18.37
ENSG00000178464.6	chr19	-	RPL10P16	12643647	1.03	4.08
ENSG00000178464.6	chr19	-	RPL10P16	12643578	2.06	2.04
ENSG00000178464.6	chr19	-	RPL10P16	12643693	0	6.12
ENSG00000178464.6	chr19	-	RPL10P16	12643740	2.06	2.04
ENSG00000178467.18	chr3	+	P4HTM	49007115	72.62	83.08
ENSG00000178467.18	chr3	+	P4HTM	49004595	3.57	5.13
ENSG00000178467.18	chr3	+	P4HTM	48992225	8.33	1.03
ENSG00000178467.18	chr3	+	P4HTM	48999782	4.76	2.05
ENSG00000178467.18	chr3	+	P4HTM	48990969	3.57	0
ENSG00000178498.16	chr12	+	DTX3	57609802	97.14	97.48
ENSG00000178502.6	chr17	-	KLHL11	41848517	90.91	94.74
ENSG00000178531.6	chr19	-	CTXN1	7924495	93.9	93.04
ENSG00000178537.10	chr3	-	SLC25A20	48856926	96.55	100
ENSG00000178538.10	chr8	-	CA8	60189550	50	33.33
ENSG00000178538.10	chr8	-	CA8	60188092	33.33	0
ENSG00000178538.10	chr8	-	CA8	60188972	8.33	33.33
ENSG00000178567.8	chr3	-	EPM2AIP1	36987865	48.57	73.75
ENSG00000178567.8	chr3	-	EPM2AIP1	36988890	35.71	11.25
ENSG00000178567.8	chr3	-	EPM2AIP1	36985869	11.43	7.92
ENSG00000178573.7	chr16	-	MAF	79596478	26.83	33.09
ENSG00000178573.7	chr16	-	MAF	79594333	36.59	20.86
ENSG00000178573.7	chr16	-	MAF	79596644	12.2	26.62
ENSG00000178573.7	chr16	-	MAF	79593837	4.88	5.04
ENSG00000178573.7	chr16	-	MAF	79594416	4.88	2.88
ENSG00000178573.7	chr16	-	MAF	79595711	2.44	0.72
ENSG00000178585.15	chr1	-	CTNNBIP1	9848275	35.27	56.67
ENSG00000178585.15	chr1	-	CTNNBIP1	9850108	49.38	36.44
ENSG00000178585.15	chr1	-	CTNNBIP1	9850449	11.11	4
ENSG00000178605.14	chrX	-	GTPBP6	304758	86.79	78.07
ENSG00000178605.14	chrX	-	GTPBP6	303356	4.31	13.9
ENSG00000178607.17	chr17	-	ERN1	64039148	33.33	56.52
ENSG00000178607.17	chr17	-	ERN1	64128749	38.89	17.39
ENSG00000178607.17	chr17	-	ERN1	64126104	5.56	13.04
ENSG00000178607.17	chr17	-	ERN1	64128803	11.11	8.7
ENSG00000178662.16	chr2	+	CSRNP3	165689407	40.62	87.72
ENSG00000178662.16	chr2	+	CSRNP3	165566919	12.5	0
ENSG00000178662.16	chr2	+	CSRNP3	165566977	12.5	0
ENSG00000178662.16	chr2	+	CSRNP3	165539634	6.25	0.88
ENSG00000178665.16	chr7	+	ZNF713	55941551	23.08	27.78
ENSG00000178665.16	chr7	+	ZNF713	55942225	30.77	22.22
ENSG00000178665.16	chr7	+	ZNF713	55941777	15.38	22.22
ENSG00000178685.14	chr8	-	PARP10	143977157	76.92	75
ENSG00000178691.11	chr17	+	SUZ12	32001034	73.63	74.81
ENSG00000178691.11	chr17	+	SUZ12	31999335	3.48	2.29
ENSG00000178691.11	chr17	+	SUZ12	32000803	1	2.29
ENSG00000178691.11	chr17	+	SUZ12	31999998	1.49	0.76
ENSG00000178694.10	chr3	+	NSUN3	94130561	16.28	23.53
ENSG00000178694.10	chr3	+	NSUN3	94126787	23.26	13.24
ENSG00000178694.10	chr3	+	NSUN3	94131832	20.93	11.76
ENSG00000178694.10	chr3	+	NSUN3	94126689	9.3	10.29
ENSG00000178694.10	chr3	+	NSUN3	94129189	6.98	11.76
ENSG00000178694.10	chr3	+	NSUN3	94127740	2.33	8.82
ENSG00000178694.10	chr3	+	NSUN3	94127947	4.65	2.94
ENSG00000178694.10	chr3	+	NSUN3	94128630	2.33	4.41
ENSG00000178694.10	chr3	+	NSUN3	94128497	2.33	2.94
ENSG00000178694.10	chr3	+	NSUN3	94132665	2.33	2.94
ENSG00000178695.6	chr13	-	KCTD12	76880174	80.36	87.5
ENSG00000178695.6	chr13	-	KCTD12	76883167	5.36	6.25
ENSG00000178700.9	chr3	-	DHFR2	94057921	76	81.25
ENSG00000178700.9	chr3	-	DHFR2	94058096	8	15.62
ENSG00000178715.8	chr1	+	ENSG00000178715	15828642	24	0
ENSG00000178715.8	chr1	+	ENSG00000178715	15828593	16	40
ENSG00000178715.8	chr1	+	ENSG00000178715	15828721	4	20
ENSG00000178718.7	chr15	-	RPP25	74955304	76.52	66.67
ENSG00000178718.7	chr15	-	RPP25	74954419	18.29	28.89
ENSG00000178719.17	chr8	+	GRINA	143993415	98.53	98.58
ENSG00000178741.12	chr15	-	COX5A	74920274	93.43	94.32
ENSG00000178741.12	chr15	-	COX5A	74919790	1.58	1.83
ENSG00000178761.15	chr15	-	FAM219B	74899991	76.55	83.02
ENSG00000178761.15	chr15	-	FAM219B	74900965	17.24	12.4
ENSG00000178764.8	chr8	+	ZHX2	122974510	85.83	83.33
ENSG00000178773.15	chr16	+	CPNE7	89597246	88.89	91.67
ENSG00000178802.18	chr15	+	MPI	74898227	68.04	75.38
ENSG00000178802.18	chr15	+	MPI	74899441	9.59	6.15
ENSG00000178802.18	chr15	+	MPI	74893786	8.68	3.85
ENSG00000178802.18	chr15	+	MPI	74896697	6.39	6.92
ENSG00000178802.18	chr15	+	MPI	74894834	2.74	0.77
ENSG00000178814.17	chr8	-	OPLAH	144051265	90.91	100
ENSG00000178821.13	chr1	-	TMEM52	1917590	98.91	100
ENSG00000178878.13	chr12	+	APOLD1	12829975	61.9	0
ENSG00000178878.13	chr12	+	APOLD1	12791466	14.29	75
ENSG00000178882.15	chr12	+	RFLNA	124316024	90.91	54.55
ENSG00000178882.15	chr12	+	RFLNA	124200889	3.03	18.18
ENSG00000178896.9	chr8	+	EXOSC4	144080646	95.89	93.55
ENSG00000178896.9	chr8	+	EXOSC4	144081409	2.57	2.58
ENSG00000178904.19	chr19	+	DPY19L3	32485890	82.56	87.54
ENSG00000178904.19	chr19	+	DPY19L3	32484892	2.05	3.46
ENSG00000178904.19	chr19	+	DPY19L3	32482985	3.08	1.04
ENSG00000178904.19	chr19	+	DPY19L3	32484328	1.54	1.38
ENSG00000178904.19	chr19	+	DPY19L3	32482842	1.54	0.69
ENSG00000178913.9	chr5	-	TAF7	141318489	96.18	95.93
ENSG00000178917.17	chr3	-	ZNF852	44505837	50	77.78
ENSG00000178917.17	chr3	-	ZNF852	44491765	10	11.11
ENSG00000178917.17	chr3	-	ZNF852	44499774	20	0
ENSG00000178917.17	chr3	-	ZNF852	44499907	15	3.7
ENSG00000178921.14	chr17	+	PFAS	8270486	79.85	72.88
ENSG00000178921.14	chr17	+	PFAS	8270378	5.22	7.91
ENSG00000178921.14	chr17	+	PFAS	8269412	2.05	0
ENSG00000178922.18	chr1	-	HYI	43451157	91.18	95.92
ENSG00000178927.19	chr17	-	CYBC1	82442642	86.25	86.6
ENSG00000178927.19	chr17	-	CYBC1	82442585	5.83	4.05
ENSG00000178927.19	chr17	-	CYBC1	82440428	0.83	3.43
ENSG00000178927.19	chr17	-	CYBC1	82440372	1.25	1.25
ENSG00000178935.5	chr19	-	ZNF552	57807081	76.6	90
ENSG00000178935.5	chr19	-	ZNF552	57807586	6.38	0
ENSG00000178947.9	chrX	+	SMIM10L2A	135427862	53.85	46
ENSG00000178947.9	chrX	+	SMIM10L2A	135425757	30.77	26
ENSG00000178947.9	chrX	+	SMIM10L2A	135427650	0	8
ENSG00000178947.9	chrX	+	SMIM10L2A	135428075	7.69	6
ENSG00000178947.9	chrX	+	SMIM10L2A	135427753	7.69	4
ENSG00000178950.18	chr4	-	GAK	849276	99.28	96.06
ENSG00000178951.9	chr19	-	ZBTB7A	4046331	27.27	34.78
ENSG00000178951.9	chr19	-	ZBTB7A	4043302	11.69	26.09
ENSG00000178951.9	chr19	-	ZBTB7A	4045217	14.29	9.78
ENSG00000178951.9	chr19	-	ZBTB7A	4047647	14.29	5.43
ENSG00000178951.9	chr19	-	ZBTB7A	4044665	6.49	11.96
ENSG00000178951.9	chr19	-	ZBTB7A	4043330	1.3	5.43
ENSG00000178951.9	chr19	-	ZBTB7A	4046378	2.6	1.09
ENSG00000178952.11	chr16	-	TUFM	28842786	96.15	95.32
ENSG00000178952.11	chr16	-	TUFM	28842410	1.44	1.76
ENSG00000178966.17	chr9	+	RMI1	84004074	92.19	93.84
ENSG00000178971.17	chr17	-	CTC1	8227820	58.33	25.86
ENSG00000178971.17	chr17	-	CTC1	8224820	13.33	34.48
ENSG00000178971.17	chr17	-	CTC1	8226872	6.67	10.34
ENSG00000178971.17	chr17	-	CTC1	8225783	3.33	12.07
ENSG00000178971.17	chr17	-	CTC1	8226195	3.33	1.72
ENSG00000178971.17	chr17	-	CTC1	8227979	3.33	3.45
ENSG00000178971.17	chr17	-	CTC1	8228066	3.33	1.72
ENSG00000178974.11	chr14	+	FBXO34	55353611	85.42	85.84
ENSG00000178974.11	chr14	+	FBXO34	55353364	8.33	8.85
ENSG00000178980.16	chr19	+	SELENOW	47784682	99.01	98.63
ENSG00000178982.10	chr19	+	EIF3K	38636953	95.12	95.88
ENSG00000178988.11	chr4	-	MRFAP1L1	6707700	65.9	76.09
ENSG00000178996.14	chr5	+	SNX18	54545866	78.48	59.87
ENSG00000178996.14	chr5	+	SNX18	54546586	11.39	15.21
ENSG00000178996.14	chr5	+	SNX18	54545257	2.53	6.15
ENSG00000178996.14	chr5	+	SNX18	54545364	2.53	3.88
ENSG00000178996.14	chr5	+	SNX18	54543706	0	2.91
ENSG00000178996.14	chr5	+	SNX18	54551310	0	1.62
ENSG00000178999.13	chr17	-	AURKB	8204737	98.86	97.34
ENSG00000179008.9	chr14	-	C14orf39	60471284	80	40
ENSG00000179010.16	chr4	+	MRFAP1	6642729	90.68	91.58
ENSG00000179010.16	chr4	+	MRFAP1	6642362	1.67	1.51
ENSG00000179021.10	chr3	+	C3orf38	88157965	68.12	65.19
ENSG00000179021.10	chr3	+	C3orf38	88157146	15.94	20
ENSG00000179021.10	chr3	+	C3orf38	88156918	7.25	11.85
ENSG00000179021.10	chr3	+	C3orf38	88158107	0.97	1.48
ENSG00000179023.9	chr1	+	KLHDC7A	18485999	53.41	44.44
ENSG00000179023.9	chr1	+	KLHDC7A	18486046	14.77	0
ENSG00000179023.9	chr1	+	KLHDC7A	18485780	12.5	11.11
ENSG00000179029.15	chr17	-	TMEM107	8172439	25.64	39.24
ENSG00000179029.15	chr17	-	TMEM107	8174000	25.64	17.72
ENSG00000179029.15	chr17	-	TMEM107	8173927	23.08	13.92
ENSG00000179029.15	chr17	-	TMEM107	8173236	7.69	18.99
ENSG00000179041.4	chr8	+	RRS1	66430720	93.09	92.98
ENSG00000179044.16	chr16	-	EXOC3L1	67184378	87.5	60
ENSG00000179046.9	chr4	-	TRIML2	188091254	90.82	88.57
ENSG00000179051.14	chr1	-	RCC2	17406759	85.62	91.08
ENSG00000179051.14	chr1	-	RCC2	17407658	2.47	1.01
ENSG00000179059.10	chr4	+	ZFP42	188005050	80.37	90
ENSG00000179059.10	chr4	+	ZFP42	188005246	5.47	10
ENSG00000179059.10	chr4	+	ZFP42	188004887	3.3	0
ENSG00000179059.10	chr4	+	ZFP42	188005585	1.27	0
ENSG00000179083.7	chrX	+	FAM133A	93712265	71.43	85.71
ENSG00000179085.8	chr1	-	DPM3	155139890	97.24	97.9
ENSG00000179091.5	chr8	+	CYC1	144097525	97.13	98.55
ENSG00000179094.16	chr17	-	PER1	8140471	95.45	92.41
ENSG00000179094.16	chr17	-	PER1	8144054	1.14	2.07
ENSG00000179104.9	chr12	+	TMTC2	83134866	40	86.96
ENSG00000179104.9	chr12	+	TMTC2	82965965	20	2.9
ENSG00000179115.11	chr19	-	FARSA	12922478	96.98	96.45
ENSG00000179119.15	chr11	-	SPTY2D1	18606402	58.14	67.42
ENSG00000179119.15	chr11	-	SPTY2D1	18606701	15.12	13.48
ENSG00000179119.15	chr11	-	SPTY2D1	18609274	17.44	10.11
ENSG00000179119.15	chr11	-	SPTY2D1	18607544	4.65	2.25
ENSG00000179134.16	chr19	+	SAMD4B	39385696	72.32	80.48
ENSG00000179134.16	chr19	+	SAMD4B	39384926	4.69	4.79
ENSG00000179134.16	chr19	+	SAMD4B	39384183	1.56	2.05
ENSG00000179134.16	chr19	+	SAMD4B	39384847	2.68	1.03
ENSG00000179151.13	chr15	-	EDC3	74630557	76.44	79.89
ENSG00000179151.13	chr15	-	EDC3	74632535	10.22	11.11
ENSG00000179151.13	chr15	-	EDC3	74632446	3.11	3.17
ENSG00000179152.20	chr3	+	TCAIM	44409448	56.36	58.88
ENSG00000179152.20	chr3	+	TCAIM	44359800	23.64	23.36
ENSG00000179152.20	chr3	+	TCAIM	44363039	6.36	2.8
ENSG00000179152.20	chr3	+	TCAIM	44409386	1.82	3.74
ENSG00000179152.20	chr3	+	TCAIM	44407746	2.73	0.93
ENSG00000179152.20	chr3	+	TCAIM	44358483	1.82	0.93
ENSG00000179163.12	chr1	-	FUCA1	23845076	75	75.37
ENSG00000179163.12	chr1	-	FUCA1	23843972	3.57	0.75
ENSG00000179168.15	chr19	-	GGN	38384351	86.67	92
ENSG00000179195.16	chr12	+	ZNF664	124015426	94.89	95.36
ENSG00000179195.16	chr12	+	ZNF664	123974549	3.28	0.46
ENSG00000179218.15	chr19	+	CALR	12944489	93.47	95.42
ENSG00000179222.18	chrX	+	MAGED1	51902354	97.07	97.57
ENSG00000179240.13	chr11	+	GVQW3	76390133	22.73	56.47
ENSG00000179240.13	chr11	+	GVQW3	76392905	13.64	15.29
ENSG00000179240.13	chr11	+	GVQW3	76404113	22.73	3.53
ENSG00000179240.13	chr11	+	GVQW3	76386541	13.64	4.71
ENSG00000179240.13	chr11	+	GVQW3	76390490	0	4.71
ENSG00000179240.13	chr11	+	GVQW3	76395086	9.09	2.35
ENSG00000179240.13	chr11	+	GVQW3	76408136	0	4.71
ENSG00000179241.13	chr11	+	LDLRAD3	36232136	89.89	92.63
ENSG00000179241.13	chr11	+	LDLRAD3	36232257	3.37	3.23
ENSG00000179242.16	chr20	+	CDH4	61940617	76.32	85.79
ENSG00000179242.16	chr20	+	CDH4	61940476	10.53	6.84
ENSG00000179242.16	chr20	+	CDH4	61940525	2.63	1.05
ENSG00000179262.10	chr19	+	RAD23A	12953642	82.3	90.65
ENSG00000179262.10	chr19	+	RAD23A	12953122	7.3	3.23
ENSG00000179262.10	chr19	+	RAD23A	12946477	1.69	1.61
ENSG00000179271.3	chr19	-	GADD45GIP1	12954159	95.42	96
ENSG00000179271.3	chr19	-	GADD45GIP1	12953120	2.46	2.05
ENSG00000179277.9	chr17	+	MEIS3P1	15789705	42.42	69.23
ENSG00000179277.9	chr17	+	MEIS3P1	15789571	30.3	15.38
ENSG00000179277.9	chr17	+	MEIS3P1	15789263	18.18	7.69
ENSG00000179277.9	chr17	+	MEIS3P1	15789461	6.06	3.85
ENSG00000179295.19	chr12	+	PTPN11	112509910	77.65	82.66
ENSG00000179295.19	chr12	+	PTPN11	112509476	9.71	7.12
ENSG00000179295.19	chr12	+	PTPN11	112509763	8.35	4.33
ENSG00000179299.17	chr4	+	NSUN7	40774860	20.73	28.57
ENSG00000179299.17	chr4	+	NSUN7	40775111	25.61	14.29
ENSG00000179299.17	chr4	+	NSUN7	40809876	8.54	19.05
ENSG00000179299.17	chr4	+	NSUN7	40786848	4.88	0
ENSG00000179299.17	chr4	+	NSUN7	40754689	4.88	0
ENSG00000179299.17	chr4	+	NSUN7	40776397	3.66	4.76
ENSG00000179299.17	chr4	+	NSUN7	40753989	3.66	0
ENSG00000179299.17	chr4	+	NSUN7	40776186	3.66	0
ENSG00000179304.18	chrX	+	FAM156B	52908560	100	97.14
ENSG00000179314.16	chr17	+	WSCD1	6124427	52.1	62.79
ENSG00000179314.16	chr17	+	WSCD1	6121301	42.02	33.14
ENSG00000179331.3	chr11	+	RAB39A	107968145	33.33	37.5
ENSG00000179331.3	chr11	+	RAB39A	107963056	33.33	12.5
ENSG00000179331.3	chr11	+	RAB39A	107964837	9.52	12.5
ENSG00000179335.20	chr15	+	CLK3	74630118	74.23	71.1
ENSG00000179335.20	chr15	+	CLK3	74630201	22.68	24.86
ENSG00000179344.17	chr6	-	HLA-DQB1	32659885	73.3	73.68
ENSG00000179344.17	chr6	-	HLA-DQB1	32659466	19.42	17.54
ENSG00000179361.18	chr15	+	ARID3B	74598131	88.44	92.39
ENSG00000179361.18	chr15	+	ARID3B	74596765	4.35	1.27
ENSG00000179364.15	chr14	+	PACS2	105395206	61.25	49.83
ENSG00000179364.15	chr14	+	PACS2	105398147	10	32.01
ENSG00000179364.15	chr14	+	PACS2	105370158	2.08	0.99
ENSG00000179387.10	chr4	+	ELMOD2	140553770	78.29	84.42
ENSG00000179387.10	chr4	+	ELMOD2	140550344	9.14	7.27
ENSG00000179387.10	chr4	+	ELMOD2	140550697	6.29	3.64
ENSG00000179403.12	chr1	+	VWA1	1440766	92.31	86.89
ENSG00000179403.12	chr1	+	VWA1	1442882	5.54	6.56
ENSG00000179406.10	chr7	-	LINC00174	66376058	31.25	40
ENSG00000179406.10	chr7	-	LINC00174	66423150	25	30
ENSG00000179409.11	chr17	-	GEMIN4	744622	84.29	80.49
ENSG00000179409.11	chr17	-	GEMIN4	744420	6.43	11.38
ENSG00000179409.11	chr17	-	GEMIN4	744557	3.21	3.25
ENSG00000179431.7	chr11	+	FJX1	35620865	90.77	91.21
ENSG00000179431.7	chr11	+	FJX1	35621162	0.77	4.18
ENSG00000179454.14	chr14	-	KLHL28	44924323	54.05	69.23
ENSG00000179454.14	chr14	-	KLHL28	44933557	16.22	10.99
ENSG00000179454.14	chr14	-	KLHL28	44937686	18.92	2.2
ENSG00000179454.14	chr14	-	KLHL28	44922046	0	3.3
ENSG00000179454.14	chr14	-	KLHL28	44933748	2.7	2.2
ENSG00000179456.12	chr1	+	ZBTB18	244057476	89.29	95.17
ENSG00000179476.8	chr14	+	C14orf28	44907251	57.14	44.83
ENSG00000179476.8	chr14	+	C14orf28	44905803	19.05	17.24
ENSG00000179476.8	chr14	+	C14orf28	44905569	14.29	10.34
ENSG00000179476.8	chr14	+	C14orf28	44905506	0	13.79
ENSG00000179523.7	chr15	-	EIF3J-DT	44534506	90.48	91.57
ENSG00000179526.17	chr8	-	SHARPIN	144098636	93.44	93.03
ENSG00000179526.17	chr8	-	SHARPIN	144101201	0.55	1.99
ENSG00000179532.13	chr11	+	DNHD1	6603595	10	13.64
ENSG00000179532.13	chr11	+	DNHD1	6505600	40	0
ENSG00000179532.13	chr11	+	DNHD1	6520863	10	13.64
ENSG00000179532.13	chr11	+	DNHD1	6572020	0	18.18
ENSG00000179532.13	chr11	+	DNHD1	6537104	0	13.64
ENSG00000179542.16	chrX	-	SLITRK4	143624709	34.48	45.83
ENSG00000179542.16	chrX	-	SLITRK4	143622789	10.34	19.44
